Age,Cyto,HPV,Cotest,Total test,Primary,Colpo,CIN2 detected,CIN3 detected,CIN3+ detected,Screening CC,fp,Precancer treatment,Screening colpo,Surveillance colpo,colpo3year,colpo1year,Repeat test,Normal test,Cancer,Cancer death,CancerInitialYoung,CancerInitialOld,CancerOngoing,CancerDeathYoung,CancerDeathOld,Stage1year1,Stage1year2+,Stage2-3year1,Stage4year1,Stage2+year2,Stage2+year3+,Population
49,11049,11049,11049,22098,6096,1616,108,54,56,2,1452,162,441,1175,1126,267,4953,3778,2,3,2,0,30,3,0,1,28,1,0,0,2,97322
50,45839,45839,45839,91678,41476,2249,144,90,93,3,2012,234,1223,1026,1007,226,4363,3337,3,1,3,0,25,1,0,2,23,1,0,1,1,97137
51,13686,13686,13686,27372,8115,1797,128,124,125,1,1544,252,825,972,672,163,5571,4599,1,2,1,0,26,2,0,0,23,1,0,1,2,96928
52,21202,21202,21202,42404,16338,1733,105,70,71,1,1557,175,682,1051,1230,129,4864,3813,1,0,1,0,22,0,0,1,18,0,0,1,3,96691
53,17199,17199,17199,34398,11849,1566,99,83,84,1,1383,182,637,929,742,164,5350,4421,2,1,2,0,23,1,0,2,19,0,0,0,4,96426
54,12644,12644,12644,25288,8798,1236,66,62,66,4,1104,128,414,822,833,178,3846,3024,5,2,5,0,22,2,0,3,21,2,0,0,1,96132
55,40331,40331,40331,80662,36839,1759,87,80,85,5,1587,167,1013,746,746,120,3492,2746,5,0,5,0,20,0,0,5,17,0,0,2,1,95805
56,11145,11145,11145,22290,6636,1360,100,112,117,5,1143,212,616,744,531,126,4509,3765,5,0,5,0,24,0,0,4,21,0,1,0,3,95395
57,20958,20958,20958,41916,16962,1313,62,55,56,1,1195,117,567,746,998,93,3996,3250,1,0,1,0,26,0,0,1,22,0,0,1,3,94988
58,16453,16453,16453,32906,12024,1255,50,85,91,6,1114,135,599,656,605,107,4429,3773,8,1,8,0,26,1,0,6,22,1,1,0,4,94544
59,11457,11457,11457,22914,8263,985,43,56,58,2,884,99,351,634,699,146,3194,2560,3,0,3,0,31,0,0,1,26,2,0,1,4,94049
60,36722,36722,36722,73444,33723,1480,64,76,81,5,1335,140,922,558,626,86,2999,2441,5,1,5,0,31,1,0,4,24,0,1,2,5,93511
61,10403,10403,10403,20806,6619,1026,60,92,92,0,874,152,463,563,455,95,3784,3221,0,1,0,0,33,1,0,0,25,0,0,1,7,92935
62,19706,19706,19706,39412,16444,1056,39,43,44,1,973,82,493,563,872,65,3262,2699,1,1,1,0,31,1,0,1,24,0,0,0,7,92294
63,15784,15784,15784,31568,12125,966,41,51,54,3,871,92,509,457,452,114,3659,3202,3,1,3,0,31,1,0,3,24,0,0,0,7,91564
64,10577,10577,10577,21154,7933,775,26,32,36,4,713,58,315,460,599,114,2644,2184,4,2,4,0,30,2,0,4,23,0,0,0,7,90712
65,70733,70733,70733,141466,68102,2006,41,72,74,2,1891,113,1569,437,505,56,2631,2194,2,2,0,2,31,0,2,2,25,0,0,0,6,89759
66,6300,6300,6300,12600,1372,1012,33,120,123,3,856,153,471,541,368,75,4928,4387,3,2,0,3,29,0,2,1,25,2,0,0,4,88680
67,5368,5368,5368,10736,1256,741,8,19,19,0,714,27,191,550,1407,47,4112,3562,1,0,0,1,28,0,0,1,25,0,0,1,2,87508
68,5208,5208,5208,10416,1065,727,10,16,16,0,701,26,292,435,467,75,4143,3708,2,1,0,2,28,0,1,1,25,1,0,0,3,86271
69,2399,2399,2399,4798,1075,410,2,8,8,0,400,10,32,378,364,109,1324,946,0,0,0,0,27,0,0,0,24,0,0,1,2,84997
70,1929,1929,1929,3858,1000,334,5,5,5,0,324,10,23,311,379,26,929,618,1,0,0,1,25,0,0,0,22,1,0,0,3,83663
71,1504,1504,1504,3008,889,284,3,1,1,0,280,4,36,248,156,17,615,367,2,1,0,2,23,0,1,0,20,2,0,1,2,82290
72,1467,1467,1467,2934,977,239,1,3,3,0,235,4,24,215,104,8,490,275,5,2,0,5,23,0,2,3,20,2,0,1,2,80833
73,1150,1150,1150,2300,726,219,1,0,0,0,218,1,27,192,81,12,424,232,6,3,0,6,24,0,3,1,19,3,2,2,3,79306
74,1046,1046,1046,2092,682,177,4,0,0,0,173,4,18,159,63,5,364,205,4,1,0,4,25,0,1,1,19,3,0,4,2,77672
75,1085,1085,1085,2170,768,160,1,2,2,0,157,3,17,143,70,2,317,174,6,6,0,6,21,0,6,2,14,3,1,2,5,75930
76,842,842,842,1684,572,147,1,0,0,0,146,1,21,126,43,2,270,144,7,6,0,7,19,0,6,1,11,6,1,2,6,74100
77,790,790,790,1580,546,137,1,2,2,0,134,3,17,120,41,2,244,124,8,5,0,8,20,0,5,2,9,4,2,5,6,72173
78,744,744,744,1488,518,129,0,0,0,0,129,0,12,117,45,1,226,109,9,1,0,9,26,0,1,3,10,4,2,6,10,70155
79,592,592,592,1184,396,123,0,1,1,0,122,1,12,111,21,1,196,85,6,7,0,6,30,0,7,0,11,5,2,4,15,68028
80,563,563,563,1126,378,107,1,0,0,0,106,1,7,100,30,1,185,85,6,2,0,6,30,0,2,1,8,4,1,5,17,65826
81,560,560,560,1120,385,105,0,0,0,0,105,0,13,92,31,1,175,83,3,4,0,3,31,0,4,1,7,2,0,5,19,63546
82,459,459,459,918,305,102,1,1,1,0,100,2,6,96,23,0,154,58,5,2,0,5,28,0,2,2,7,0,3,2,19,61130
83,399,399,399,798,268,94,0,1,1,0,93,1,10,84,19,0,131,47,9,2,0,9,29,0,2,0,8,5,4,2,19,58581
84,382,382,382,764,255,82,0,0,0,0,82,0,7,75,18,0,127,52,8,5,0,8,33,0,5,1,8,7,0,7,18,55887
85,332,332,332,664,214,81,1,0,0,0,80,1,10,71,21,0,118,47,5,5,0,5,33,0,5,3,7,2,0,6,20,53029
86,284,284,284,568,172,71,0,0,0,0,71,0,6,65,14,2,112,47,1,0,0,1,32,0,0,1,9,0,0,2,21,50022
87,281,281,281,562,174,62,0,0,0,0,62,0,4,58,17,0,107,49,3,4,0,3,29,0,4,0,10,3,1,0,19,46865
88,226,226,226,452,141,57,0,0,0,0,57,0,3,54,13,0,85,31,5,4,0,5,26,0,4,3,10,3,0,1,15,43681
89,166,166,166,332,89,56,1,1,1,0,54,2,2,54,9,1,77,23,2,2,0,2,28,0,2,0,12,0,2,1,15,40349
90,186,186,186,372,114,52,0,1,1,0,51,1,5,47,7,0,72,25,5,1,0,5,27,0,1,0,12,3,2,2,13,36918
91,134,134,134,268,75,46,0,0,0,0,46,0,2,44,5,0,59,15,3,2,0,3,28,0,2,0,12,1,2,4,12,33458
92,96,96,96,192,43,37,0,0,0,0,37,0,0,37,6,0,53,16,2,5,0,2,23,0,5,1,10,1,1,3,10,29995
93,101,101,101,202,57,32,0,0,0,0,32,0,1,31,6,2,44,13,1,1,0,1,19,0,1,0,7,1,0,2,10,26565
94,64,64,64,128,26,29,0,0,0,0,29,0,1,28,4,0,38,10,4,1,0,4,16,0,1,1,6,3,0,1,9,23258
95,49,49,49,98,22,21,0,0,0,0,21,0,0,21,3,0,27,6,3,1,0,3,17,0,1,1,6,2,0,3,8,20104
96,53,53,53,106,27,17,0,0,0,0,17,0,0,17,2,0,26,9,2,2,0,2,13,0,2,0,4,1,1,2,7,17189
97,27,27,27,54,8,16,0,0,0,0,16,0,0,16,3,0,19,3,3,4,0,3,8,0,4,2,1,1,0,0,7,14528
98,21,21,21,42,6,13,0,0,0,0,13,0,0,13,1,0,15,2,1,2,0,1,5,0,2,0,2,1,0,0,3,12110
99,16,16,16,32,1,12,0,0,0,0,12,0,0,12,1,0,15,3,0,0,0,0,4,0,0,0,2,0,0,1,1,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
