Age,Cyto,HPV,Cotest,Total test,Primary,Colpo,CIN2 detected,CIN3 detected,CIN3+ detected,Screening CC,fp,Precancer treatment,Screening colpo,Surveillance colpo,colpo3year,colpo1year,Repeat test,Normal test,Cancer,Cancer death,CancerInitialYoung,CancerInitialOld,CancerOngoing,CancerDeathYoung,CancerDeathOld,Stage1year1,Stage1year2+,Stage2-3year1,Stage4year1,Stage2+year2,Stage2+year3+,Population
49,10981,10981,10981,21962,6064,1547,119,60,61,1,1367,179,396,1151,1112,280,4917,3766,1,3,1,0,30,3,0,0,27,1,0,1,2,97324
50,45819,45819,45819,91638,41547,2241,130,94,97,3,2014,224,1262,979,1041,198,4272,3293,3,2,3,0,28,2,0,3,24,0,0,1,3,97138
51,13695,13695,13695,27390,8113,1821,138,123,123,0,1560,261,864,957,621,162,5582,4625,0,1,0,0,27,1,0,0,25,0,0,0,2,96930
52,21346,21346,21346,42692,16403,1651,108,66,68,2,1475,174,648,1003,1245,124,4943,3940,3,1,3,0,24,1,0,3,22,0,0,0,2,96692
53,17171,17171,17171,34342,11855,1572,81,69,73,4,1418,150,711,861,799,168,5316,4455,4,0,4,0,26,0,0,3,25,1,0,0,1,96428
54,12650,12650,12650,25300,8767,1244,81,62,65,3,1098,143,410,834,813,171,3883,3049,3,0,3,0,30,0,0,3,28,0,0,1,1,96136
55,40553,40553,40553,81106,36925,1706,91,92,95,3,1520,183,999,707,769,116,3628,2921,3,0,3,0,27,0,0,2,26,0,1,0,1,95809
56,10985,10985,10985,21970,6514,1332,104,115,120,5,1108,219,633,699,570,110,4471,3772,5,0,5,0,26,0,0,4,24,1,0,1,1,95399
57,20981,20981,20981,41962,17044,1237,57,58,61,3,1119,115,545,692,980,104,3937,3245,3,1,3,0,29,1,0,3,26,0,0,1,2,94991
58,16244,16244,16244,32488,12014,1205,52,62,63,1,1090,114,592,613,585,136,4230,3617,4,1,4,0,28,1,0,2,26,2,0,0,2,94547
59,11305,11305,11305,22610,8216,979,42,55,56,1,881,97,396,583,662,142,3089,2506,2,2,2,0,29,2,0,1,26,0,1,1,2,94050
60,37097,37097,37097,74194,34027,1421,58,88,92,4,1271,146,887,534,646,84,3070,2536,5,1,5,0,28,1,0,2,25,3,0,0,3,93512
61,10178,10178,10178,20356,6518,963,55,68,69,1,839,123,435,528,473,85,3660,3132,1,1,1,0,31,1,0,1,25,0,0,3,3,92936
62,19590,19590,19590,39180,16408,1036,53,44,46,2,937,97,521,515,859,64,3182,2667,2,1,2,0,31,1,0,2,25,0,0,0,6,92295
63,15730,15730,15730,31460,12110,958,29,45,49,4,880,74,509,449,457,98,3620,3171,5,1,5,0,31,1,0,3,25,2,0,0,6,91565
64,10548,10548,10548,21096,7908,776,26,41,42,1,708,67,326,450,594,77,2640,2190,1,1,1,0,35,1,0,2,27,0,0,2,6,90714
65,33301,33301,33301,66602,30709,1247,31,66,68,2,1148,97,840,407,530,77,2592,2185,2,1,0,2,32,0,1,2,25,0,0,0,7,89762
66,9712,9712,9712,19424,6499,809,16,98,98,0,695,114,385,424,397,60,3213,2789,4,1,0,4,34,0,1,1,27,3,0,0,7,88684
67,18148,18148,18148,36296,15306,900,16,48,49,1,835,64,471,429,795,45,2842,2413,1,3,0,1,33,0,3,1,25,0,0,2,6,87509
68,14867,14867,14867,29734,11677,865,16,68,70,2,779,84,497,368,380,67,3190,2822,3,3,0,3,28,0,3,2,23,1,0,0,5,86270
69,9767,9767,9767,19534,7352,693,11,38,39,1,643,49,323,370,530,72,2415,2045,2,1,0,2,27,0,1,1,23,1,0,1,3,84995
70,29244,29244,29244,58488,26927,1085,21,65,69,4,995,86,725,360,492,44,2317,1957,6,1,0,6,25,0,1,4,22,1,1,1,2,83660
71,8991,8991,8991,17982,6162,736,14,74,75,1,647,88,376,360,360,47,2829,2469,1,1,0,1,24,0,1,0,22,1,0,0,2,82287
72,16562,16562,16562,33124,14130,783,15,40,40,0,728,55,420,363,681,40,2432,2069,1,1,0,1,22,0,1,0,19,1,0,1,2,80831
73,13788,13788,13788,27576,10944,773,14,40,45,5,714,54,444,329,374,54,2844,2515,5,1,0,5,19,0,1,5,17,0,0,1,1,79306
74,8910,8910,8910,17820,6809,578,11,25,25,0,542,36,240,338,456,61,2101,1763,2,0,0,2,23,0,0,2,21,0,0,0,2,77673
75,59905,59905,59905,119810,57844,1517,15,61,65,4,1437,76,1224,293,441,42,2061,1768,4,6,0,4,22,0,6,2,21,2,0,0,1,75931
76,4375,4375,4375,8750,609,635,14,44,46,2,575,58,276,359,314,38,3766,3407,2,3,0,2,19,0,3,1,17,1,0,1,1,74104
77,3735,3735,3735,7470,579,484,7,6,6,0,471,13,127,357,1094,27,3156,2799,1,3,0,1,17,0,3,1,14,0,0,1,2,72179
78,3675,3675,3675,7350,507,446,5,9,9,0,432,14,201,245,309,43,3168,2923,0,0,0,0,14,0,0,0,12,0,0,0,2,70161
79,1247,1247,1247,2494,444,242,3,2,2,0,237,5,12,230,263,39,803,573,1,0,0,1,13,0,0,0,11,1,0,0,2,68041
80,981,981,981,1962,452,179,2,8,8,0,169,10,13,166,238,15,529,363,0,0,0,0,14,0,0,0,11,0,0,1,2,65841
81,723,723,723,1446,409,141,3,3,3,0,135,6,8,133,96,7,314,181,1,2,0,1,10,0,2,0,8,1,0,0,2,63563
82,595,595,595,1190,353,129,2,1,1,0,126,3,10,119,49,2,242,123,1,0,0,1,9,0,0,0,7,1,0,0,2,61148
83,523,523,523,1046,331,115,1,0,0,0,114,1,13,102,29,3,192,90,0,1,0,0,9,0,1,0,6,0,0,1,2,58600
84,465,465,465,930,293,98,1,0,0,0,97,1,4,94,33,6,172,78,3,0,0,3,7,0,0,1,5,2,0,0,2,55911
85,409,409,409,818,265,89,0,1,1,0,88,1,6,83,24,3,144,61,3,0,0,3,8,0,0,0,4,1,2,2,2,53057
86,370,370,370,740,242,80,0,0,0,0,80,0,8,72,12,1,128,56,2,2,0,2,10,0,2,0,4,2,0,2,4,50047
87,323,323,323,646,211,68,0,1,1,0,67,1,4,64,18,0,112,48,3,0,0,3,8,0,0,2,4,1,0,2,2,46891
88,274,274,274,548,164,74,0,1,2,1,72,1,5,69,20,1,110,41,2,0,0,2,8,0,0,0,3,2,0,1,4,43709
89,262,262,262,524,167,65,1,0,0,0,64,1,8,57,8,0,95,38,3,1,0,3,9,0,1,1,3,1,1,2,4,40378
90,234,234,234,468,138,56,0,1,1,0,55,1,4,52,14,0,96,44,4,1,0,4,10,0,1,2,4,1,1,1,5,36945
91,189,189,189,378,115,46,0,1,1,0,45,1,2,44,10,1,74,30,3,3,0,3,10,0,3,0,6,2,1,1,3,33480
92,162,162,162,324,98,42,0,0,0,0,42,0,1,41,8,1,64,23,2,2,0,2,9,0,2,0,5,2,0,2,2,30018
93,132,132,132,264,82,37,0,0,0,0,37,0,2,35,6,1,50,15,4,0,0,4,8,0,0,0,4,4,0,1,3,26583
94,105,105,105,210,63,33,0,1,1,0,32,1,2,31,1,1,42,11,0,1,0,0,11,0,1,0,4,0,0,3,4,23272
95,93,93,93,186,56,26,0,0,0,0,26,0,3,23,3,0,37,14,4,0,0,4,10,0,0,1,3,2,1,0,7,20114
96,80,80,80,160,47,28,0,0,0,0,28,0,3,25,3,0,33,8,2,0,0,2,12,0,0,0,4,1,1,2,6,17198
97,61,61,61,122,34,22,0,0,0,0,22,0,3,19,3,0,27,8,2,3,0,2,12,0,3,2,3,0,1,1,8,14534
98,51,51,51,102,30,15,0,0,0,0,15,0,2,13,2,0,21,8,1,0,0,1,10,0,0,0,3,1,0,0,7,12116
99,46,46,46,92,27,13,0,0,0,0,13,0,1,12,3,0,19,7,3,2,0,3,9,0,2,0,2,1,2,1,6,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
