Age,Cyto,HPV,Cotest,Total test,Primary,Colpo,CIN2 detected,CIN3 detected,CIN3+ detected,Screening CC,fp,Precancer treatment,Screening colpo,Surveillance colpo,colpo3year,colpo1year,Repeat test,Normal test,Cancer,Cancer death,CancerInitialYoung,CancerInitialOld,CancerOngoing,CancerDeathYoung,CancerDeathOld,Stage1year1,Stage1year2+,Stage2-3year1,Stage4year1,Stage2+year2,Stage2+year3+,Population
50,2287,51842,0,54129,49727,1120,158,97,97,0,865,255,485,635,401,246,2115,1480,0,0,0,0,27,0,0,0,24,0,0,0,3,97133
51,731,19222,0,19953,15457,1432,139,177,183,6,1110,316,782,650,275,137,3765,3115,6,0,6,0,25,0,0,6,23,0,0,0,2,96926
52,518,14574,0,15092,11754,1072,117,82,87,5,868,199,271,801,336,116,2820,2019,6,0,6,0,28,0,0,3,26,2,1,0,2,96689
53,285,8825,0,9110,6355,833,73,57,59,2,701,130,204,629,412,181,2470,1841,4,1,4,0,31,1,0,3,27,1,0,2,2,96424
54,264,8923,0,9187,6978,682,51,54,55,1,576,105,122,560,358,250,1945,1385,1,0,1,0,32,0,0,0,27,1,0,1,4,96132
55,1684,48193,0,49877,46606,777,69,82,88,6,620,151,298,479,266,164,1587,1108,7,0,7,0,31,0,0,5,25,2,0,1,5,95805
56,505,16187,0,16692,13350,944,104,142,142,0,698,246,480,464,195,126,2837,2373,1,1,1,0,33,1,0,0,26,1,0,1,6,95394
57,455,14026,0,14481,12116,700,58,91,95,4,547,149,217,483,247,86,1910,1427,4,1,4,0,32,1,0,4,24,0,0,1,7,94986
58,261,8440,0,8701,6667,575,50,52,53,1,472,102,136,439,281,120,1773,1334,4,2,4,0,33,2,0,3,25,0,1,0,8,94541
59,223,7309,0,7532,5929,485,25,30,30,0,430,55,104,381,199,196,1380,999,1,0,1,0,35,0,0,1,27,0,0,0,8,94046
60,1455,45046,0,46501,43844,589,52,90,94,4,443,142,249,340,175,123,1202,862,5,2,5,0,34,2,0,5,26,0,0,0,8,93507
61,439,15965,0,16404,13686,692,69,113,117,4,506,182,344,348,151,97,2279,1931,4,1,4,0,34,1,0,2,26,1,1,0,8,92931
62,384,12763,0,13147,11298,512,39,54,54,0,419,93,156,356,161,52,1465,1109,0,2,0,0,34,2,0,0,25,0,0,2,7,92289
63,210,7716,0,7926,6351,450,18,42,47,5,385,60,124,326,199,121,1365,1039,6,0,6,0,31,0,0,4,25,2,0,0,6,91560
64,194,6432,0,6626,5388,381,22,21,25,4,334,43,65,316,154,152,1044,728,5,1,5,0,36,1,0,4,28,1,0,2,6,90710
65,1182,41338,0,42520,40442,481,42,74,75,1,364,116,211,270,117,80,896,626,3,2,0,3,37,0,2,2,29,1,0,1,7,89757
66,411,15411,0,15822,13634,491,17,118,118,0,356,135,220,271,105,52,1777,1506,1,2,0,1,34,0,2,0,26,1,0,1,7,88678
67,284,11570,0,11854,10420,396,13,47,49,2,334,60,116,280,142,42,1150,870,2,3,0,2,28,0,3,2,23,0,0,1,4,87503
68,185,6729,0,6914,5738,355,10,41,42,1,303,51,86,269,122,84,991,722,2,1,0,2,25,0,1,1,23,1,0,0,2,86266
69,154,5568,0,5722,4771,303,10,21,23,2,270,31,54,249,107,108,797,548,4,1,0,4,26,0,1,2,24,2,0,0,2,84991
70,1035,37199,0,38234,36513,380,19,56,60,4,301,75,146,234,97,50,686,452,5,1,0,5,25,0,1,2,22,2,1,1,2,83656
71,393,14440,0,14833,12907,475,21,124,127,3,327,145,242,233,83,40,1533,1300,3,1,0,3,27,0,1,3,23,0,0,2,2,82284
72,250,10592,0,10842,9557,343,15,44,45,1,283,59,96,247,114,31,1035,788,3,1,0,3,27,0,1,3,23,0,0,0,4,80829
73,134,6118,0,6252,5251,274,9,33,34,1,231,42,52,222,110,46,867,645,1,0,0,1,26,0,0,0,23,1,0,0,3,79305
74,140,4808,0,4948,4134,221,3,13,13,0,205,16,32,189,93,107,674,485,2,1,0,2,27,0,1,1,23,1,0,1,3,77671
75,1493,60056,0,61549,59483,352,16,40,42,2,294,56,170,182,76,58,573,391,4,5,0,4,20,0,5,2,16,2,0,1,3,75930
76,10,2651,0,2661,826,368,10,58,62,4,296,68,183,185,56,40,1825,1640,6,4,0,6,19,0,4,4,14,2,0,1,4,74102
77,28,1336,0,1364,770,220,2,5,5,0,213,7,5,215,132,20,566,351,0,4,0,0,21,0,4,0,16,0,0,1,4,72176
78,12,1108,0,1120,649,194,2,5,5,0,187,7,4,190,105,43,459,269,0,1,0,0,16,0,1,0,13,0,0,0,3,70158
79,16,901,0,917,575,171,1,2,2,0,168,3,3,168,58,56,326,158,0,1,0,0,14,0,1,0,11,0,0,0,3,68037
80,18,812,0,830,574,145,1,1,1,0,143,2,4,141,41,9,238,97,0,0,0,0,13,0,0,0,10,0,0,0,3,65837
81,13,772,0,785,557,136,5,1,1,0,130,6,3,133,45,3,215,82,1,0,0,1,12,0,0,0,10,1,0,0,2,63561
82,12,672,0,684,496,117,3,2,2,0,112,5,3,114,26,4,176,62,1,1,0,1,12,0,1,0,9,1,0,1,2,61145
83,9,583,0,592,427,104,1,3,3,0,100,4,5,99,21,2,156,57,2,0,0,2,12,0,0,1,9,0,1,1,2,58598
84,13,499,0,512,367,90,0,0,0,0,90,0,2,88,19,5,132,44,1,2,0,1,11,0,2,0,8,1,0,0,3,55907
85,13,478,0,491,361,82,0,1,1,0,81,1,4,78,16,2,117,39,5,1,0,5,5,0,1,1,5,3,1,0,0,53052
86,8,417,0,425,310,68,0,3,3,0,65,3,2,66,11,3,107,41,2,1,0,2,7,0,1,1,4,1,0,3,0,50043
87,3,359,0,362,267,68,0,1,1,0,67,1,1,67,17,2,92,25,2,0,0,2,6,0,0,1,3,1,0,1,2,46888
88,4,323,0,327,251,58,0,0,0,0,58,0,1,57,7,0,72,15,2,0,0,2,8,0,0,0,4,1,1,1,3,43707
89,6,255,0,261,184,55,1,0,0,0,54,1,0,55,8,1,71,16,4,3,0,4,8,0,3,2,4,1,1,2,2,40374
90,10,245,0,255,183,48,0,0,0,0,48,0,1,47,7,0,62,15,3,1,0,3,9,0,1,0,4,2,1,1,4,36942
91,7,223,0,230,164,49,0,0,0,0,49,0,4,45,8,0,59,14,1,0,0,1,10,0,0,0,3,1,0,3,4,33480
92,1,174,0,175,117,45,1,0,0,0,44,1,1,44,5,0,57,13,5,3,0,5,9,0,3,0,3,3,2,0,6,30017
93,6,143,0,149,97,37,0,0,0,0,37,0,1,36,4,0,46,10,2,1,0,2,10,0,1,0,3,2,0,2,5,26581
94,3,122,0,125,79,36,0,0,0,0,36,0,0,36,7,0,43,7,4,2,0,4,9,0,2,1,2,2,1,1,6,23269
95,5,95,0,100,64,28,0,0,1,1,27,0,1,27,1,0,31,4,4,3,0,4,9,0,3,0,3,2,2,3,3,20109
96,2,78,0,80,49,23,0,1,1,0,22,1,1,22,1,0,29,7,2,0,0,2,11,0,0,2,2,0,0,3,6,17193
97,2,69,0,71,45,18,0,0,0,0,18,0,1,17,3,0,24,7,1,0,0,1,10,0,0,0,3,1,0,0,7,14535
98,3,46,0,49,28,15,0,1,1,0,14,1,1,14,3,0,18,4,3,1,0,3,8,0,1,1,2,2,0,1,5,12116
99,1,39,0,40,22,14,0,1,1,0,13,1,0,14,2,0,17,3,2,1,0,2,9,0,1,1,2,0,1,1,6,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
