Age,Cyto,HPV,Cotest,Total test,Primary,Colpo,CIN2 detected,CIN3 detected,CIN3+ detected,Screening CC,fp,Precancer treatment,Screening colpo,Surveillance colpo,colpo3year,colpo1year,Repeat test,Normal test,Cancer,Cancer death,CancerInitialYoung,CancerInitialOld,CancerOngoing,CancerDeathYoung,CancerDeathOld,Stage1year1,Stage1year2+,Stage2-3year1,Stage4year1,Stage2+year2,Stage2+year3+,Population
50,2173,51839,0,54012,49690,1104,129,91,93,2,882,220,467,637,398,248,2149,1512,3,1,3,0,25,1,0,2,21,1,0,0,4,97133
51,739,19231,0,19970,15510,1342,150,155,160,5,1032,305,726,616,306,155,3721,3105,5,0,5,0,24,0,0,5,20,0,0,1,3,96926
52,496,14518,0,15014,11732,1015,102,99,101,2,812,201,266,749,382,101,2786,2037,2,1,2,0,27,1,0,1,24,1,0,0,3,96688
53,275,8716,0,8991,6349,776,60,38,42,4,674,98,157,619,394,198,2367,1748,5,0,5,0,25,0,0,4,21,1,0,1,3,96424
54,300,8861,0,9161,7020,647,54,47,48,1,545,101,139,508,301,261,1841,1333,2,0,2,0,28,0,0,1,23,1,0,1,4,96132
55,1748,48205,0,49953,46656,801,76,90,91,1,634,166,337,464,247,161,1549,1085,2,0,2,0,26,0,0,1,20,1,0,1,5,95805
56,529,16285,0,16814,13424,949,113,139,145,6,691,252,502,447,176,104,2861,2414,7,1,7,0,24,1,0,4,18,1,2,0,6,95394
57,415,14134,0,14549,12174,705,59,74,77,3,569,133,216,489,259,80,1960,1471,4,1,4,0,29,1,0,3,21,1,0,2,6,94986
58,244,8328,0,8572,6604,582,30,47,50,3,502,77,138,444,261,135,1724,1280,5,0,5,0,32,0,0,5,23,0,0,1,8,94543
59,215,7327,0,7542,5930,499,32,36,38,2,429,68,98,401,214,211,1397,996,2,1,2,0,37,1,0,2,28,0,0,0,9,94047
60,1420,44970,0,46390,43805,612,55,88,89,1,468,143,257,355,175,113,1165,810,2,1,2,0,37,1,0,2,28,0,0,0,9,93509
61,482,15860,0,16342,13616,696,70,128,132,4,494,198,360,336,136,80,2244,1908,4,0,4,0,36,0,0,4,29,0,0,0,7,92934
62,409,13008,0,13417,11476,530,32,45,48,3,450,77,165,365,194,57,1532,1167,3,1,3,0,38,1,0,1,31,2,0,0,7,92293
63,190,7683,0,7873,6284,458,29,38,41,3,388,67,118,340,192,120,1399,1059,4,1,4,0,39,1,0,4,31,0,0,2,6,91563
64,182,6435,0,6617,5393,382,19,17,17,0,346,36,64,318,166,152,1042,724,2,2,2,0,41,2,0,1,34,1,0,0,7,90711
65,1193,41416,0,42609,40533,462,36,61,62,1,364,97,185,277,127,78,883,606,2,1,0,2,39,0,1,2,31,0,0,1,7,89759
66,391,15185,0,15576,13384,559,21,114,117,3,421,135,281,278,119,54,1801,1523,4,2,0,4,36,0,2,1,29,3,0,0,7,88680
67,306,11795,0,12101,10614,431,15,60,63,3,353,75,119,312,142,35,1181,869,5,4,0,5,32,0,4,4,27,1,0,2,3,87504
68,168,6846,0,7014,5803,352,12,29,31,2,309,41,77,275,149,76,1043,768,2,1,0,2,33,0,1,1,29,1,0,0,4,86267
69,163,5557,0,5720,4746,305,9,27,29,2,267,36,65,240,124,96,811,571,3,0,0,3,34,0,0,1,30,2,0,1,3,84993
70,1092,37122,0,38214,36423,388,15,56,58,2,315,71,167,221,104,57,699,478,2,1,0,2,37,0,1,2,31,0,0,2,4,83658
71,386,14327,0,14713,12747,463,16,114,118,4,329,130,232,231,87,45,1580,1349,6,2,0,6,31,0,2,4,28,2,0,0,3,82284
72,267,10694,0,10961,9655,371,14,63,66,3,291,77,96,275,128,29,1039,764,3,1,0,3,32,0,1,2,28,1,0,2,2,80829
73,171,6228,0,6399,5342,302,15,26,26,0,261,41,63,239,105,44,886,647,0,2,0,0,30,0,2,0,25,0,0,1,4,79303
74,110,4964,0,5074,4255,237,4,14,15,1,218,18,32,205,82,92,709,504,5,3,0,5,25,0,3,2,21,3,0,0,4,77667
75,1481,59964,0,61445,59385,379,12,58,61,3,306,70,182,197,84,55,579,382,3,5,0,3,24,0,5,2,18,1,0,3,3,75926
76,20,2618,0,2638,805,363,16,49,52,3,295,65,162,201,54,43,1813,1612,4,4,0,4,18,0,4,2,14,2,0,0,4,74098
77,24,1357,0,1381,785,221,5,7,7,0,209,12,3,218,128,16,572,354,0,2,0,0,20,0,2,0,15,0,0,2,3,72174
78,12,1088,0,1100,644,177,2,8,8,0,167,10,1,176,90,51,444,268,0,2,0,0,16,0,2,0,11,0,0,0,5,70155
79,7,837,0,844,536,155,1,1,1,0,153,2,4,151,57,51,301,150,0,2,0,0,14,0,2,0,10,0,0,0,4,68033
80,19,789,0,808,576,131,2,1,1,0,128,3,4,127,33,13,213,86,1,0,0,1,12,0,0,0,9,1,0,0,3,65833
81,12,718,0,730,537,110,0,0,0,0,110,0,4,106,29,6,181,75,0,0,0,0,12,0,0,0,9,0,0,1,2,63557
82,13,602,0,615,450,102,0,1,1,0,101,1,1,101,29,3,152,51,1,0,0,1,12,0,0,0,9,1,0,0,3,61142
83,7,557,0,564,418,97,1,0,0,0,96,1,1,96,20,4,139,43,1,1,0,1,10,0,1,0,8,1,0,0,2,58594
84,5,478,0,483,360,84,0,0,0,0,84,0,0,84,16,1,118,34,3,0,0,3,7,0,0,1,5,2,0,0,2,55905
85,6,429,0,435,322,79,2,0,0,0,77,2,0,79,20,0,107,28,4,3,0,4,8,0,3,1,4,1,2,2,2,53048
86,7,401,0,408,309,72,1,0,0,0,71,1,2,70,12,1,92,22,3,0,0,3,7,0,0,2,4,1,0,2,1,50041
87,6,344,0,350,260,69,0,1,1,0,68,1,3,66,8,0,84,18,2,0,0,2,10,0,0,0,6,2,0,1,3,46887
88,3,303,0,306,221,57,0,0,0,0,57,0,0,57,8,1,82,25,3,1,0,3,11,0,1,0,5,2,1,2,4,43705
89,3,248,0,251,178,56,0,0,0,0,56,0,0,56,12,0,70,14,2,1,0,2,12,0,1,0,4,2,0,2,6,40374
90,3,219,0,222,155,49,0,0,0,0,49,0,0,49,7,1,64,15,6,2,0,6,11,0,2,2,4,3,1,1,6,36941
91,3,215,0,218,157,50,0,0,0,0,50,0,1,49,8,0,58,9,4,1,0,4,15,0,1,0,5,3,1,4,6,33478
92,4,150,0,154,100,44,0,1,1,0,43,1,2,42,4,0,50,8,2,5,0,2,15,0,5,0,5,1,1,2,8,30013
93,1,134,0,135,92,36,0,0,0,0,36,0,0,36,5,0,42,6,3,1,0,3,12,0,1,0,3,3,0,2,7,26578
94,3,121,0,124,85,32,0,0,0,0,32,0,0,32,2,0,36,4,3,1,0,3,14,0,1,0,3,2,1,3,8,23267
95,1,88,0,89,58,25,0,0,0,0,25,0,1,24,1,0,30,6,5,3,0,5,14,0,3,3,3,0,2,3,8,20107
96,0,67,0,67,44,20,0,0,0,0,20,0,0,20,3,1,23,3,1,0,0,1,13,0,0,0,4,1,0,1,8,17191
97,0,59,0,59,39,16,0,0,0,0,16,0,0,16,1,0,20,4,2,0,0,2,13,0,0,0,4,1,1,1,8,14533
98,1,41,0,42,29,10,0,0,0,0,10,0,0,10,3,0,12,2,4,2,0,4,12,0,2,1,4,1,2,1,7,12113
99,1,29,0,30,18,9,0,0,0,0,9,0,0,9,0,0,11,2,1,2,0,1,12,0,2,1,4,0,0,2,6,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
