Age,Cyto,HPV,Cotest,Total test,Primary,Colpo,CIN2 detected,CIN3 detected,CIN3+ detected,Screening CC,fp,Precancer treatment,Screening colpo,Surveillance colpo,colpo3year,colpo1year,Repeat test,Normal test,Cancer,Cancer death,CancerInitialYoung,CancerInitialOld,CancerOngoing,CancerDeathYoung,CancerDeathOld,Stage1year1,Stage1year2+,Stage2-3year1,Stage4year1,Stage2+year2,Stage2+year3+,Population
50,20636,749,0,21385,17757,787,41,47,47,0,699,88,583,204,1730,143,2879,2675,0,0,0,0,42,0,0,0,37,0,0,0,5,97134
51,60280,2592,0,62872,58450,1940,109,127,130,3,1701,236,1809,131,378,336,1830,1699,6,0,6,0,34,0,0,4,30,2,0,0,4,96927
52,8304,253,0,8557,5535,420,16,19,19,0,385,35,208,212,630,124,2769,2557,2,2,2,0,35,2,0,0,30,1,1,1,4,96688
53,20617,825,0,21442,18296,736,41,61,66,5,629,102,561,175,1544,68,2321,2146,8,3,8,0,32,3,0,6,26,2,0,2,4,96421
54,57545,2492,0,60037,56069,1838,93,144,151,7,1594,237,1712,126,350,154,1476,1350,11,3,11,0,29,3,0,8,23,3,0,2,4,96126
55,8408,233,0,8641,5872,372,17,27,28,1,327,44,190,182,567,46,2536,2354,2,0,2,0,39,0,0,2,30,0,0,3,6,95799
56,20788,795,0,21583,18606,728,27,52,55,3,646,79,567,161,1461,72,2182,2021,8,0,8,0,40,0,0,6,31,1,1,0,9,95389
57,55131,2301,0,57432,53711,1727,76,153,160,7,1491,229,1612,115,294,156,1420,1305,9,3,9,0,45,3,0,6,34,1,3,2,9,94979
58,8544,262,0,8806,6097,389,19,30,34,4,336,49,206,183,595,61,2447,2264,7,3,7,0,51,3,0,4,37,3,0,3,11,94533
59,20973,814,0,21787,18926,683,16,54,56,2,611,70,541,142,1363,65,2047,1905,6,1,6,0,55,1,0,5,41,1,0,3,11,94037
60,52632,2254,0,54886,51293,1626,57,111,118,7,1451,168,1528,98,317,132,1339,1241,10,2,10,0,56,2,0,5,42,3,2,1,13,93498
61,8638,278,0,8916,6317,377,15,34,36,2,326,49,206,171,564,62,2321,2150,5,1,5,0,61,1,0,1,43,3,1,5,13,92922
62,21054,841,0,21895,19103,727,25,46,50,4,652,71,576,151,1318,44,1951,1800,7,2,7,0,65,2,0,3,44,4,1,4,17,92280
63,50108,2014,0,52122,48801,1496,41,110,123,13,1332,151,1394,102,295,124,1307,1205,13,3,13,0,63,3,0,9,42,5,0,3,18,91548
64,8656,267,0,8923,6474,329,8,29,31,2,290,37,182,147,595,42,2182,2035,5,2,5,0,75,2,0,2,51,3,0,4,20,90697
65,20801,805,0,21606,19034,699,15,45,49,4,635,60,581,118,1219,51,1767,1649,10,7,0,10,74,0,7,5,50,5,0,3,21,89739
66,47117,1994,0,49111,45925,1361,15,124,127,3,1219,139,1291,70,261,92,1192,1122,7,8,0,7,71,0,8,2,53,4,1,3,15,88654
67,8625,257,0,8882,6600,295,5,16,16,0,274,21,186,109,580,42,2025,1916,5,6,0,5,70,0,6,3,54,1,1,4,12,87476
68,20320,819,0,21139,18702,641,9,50,52,2,580,59,535,106,1115,47,1618,1512,9,2,0,9,64,0,2,4,51,5,0,1,12,86240
69,43818,1834,0,45652,42749,1319,8,84,87,3,1224,92,1234,85,241,84,1069,984,5,3,0,5,62,0,3,1,45,2,2,5,12,84964
70,66154,2742,0,68896,64236,1858,21,84,90,6,1747,105,1744,114,510,41,1918,1804,8,9,0,8,60,0,9,4,40,3,1,4,16,83622
71,2418,20,0,2438,596,138,2,8,9,1,127,10,15,123,1114,40,1822,1699,2,8,0,2,57,0,8,1,35,1,0,4,18,82246
72,2247,64,0,2311,1505,110,0,6,7,1,103,6,57,53,503,54,742,689,5,4,0,5,49,0,4,3,28,2,0,1,20,80788
73,764,16,0,780,489,32,0,4,5,1,27,4,13,19,112,38,275,256,5,3,0,5,45,0,3,2,25,1,2,2,18,79262
74,639,18,0,657,493,20,0,4,4,0,16,4,9,11,96,9,146,135,5,2,0,5,43,0,2,1,23,3,1,2,18,77627
75,1208,41,0,1249,1149,47,0,5,5,0,42,5,40,7,25,6,59,52,7,11,0,7,37,0,11,2,17,4,1,4,16,75881
76,459,15,0,474,391,8,0,1,1,0,7,1,6,2,12,3,68,66,6,9,0,6,32,0,9,1,16,4,1,3,13,74049
77,401,11,0,412,341,15,0,1,1,0,14,1,9,6,41,2,60,54,7,7,0,7,25,0,7,0,12,6,1,3,10,72121
78,827,39,0,866,800,27,0,0,0,0,27,0,27,0,6,4,27,27,3,3,0,3,30,0,3,2,11,0,1,7,12,70103
79,338,26,0,364,295,14,0,0,0,0,14,0,11,3,14,2,43,40,10,3,0,10,30,0,3,3,12,5,2,0,18,67982
80,270,9,0,279,233,7,0,0,0,0,7,0,7,0,23,1,37,37,5,3,0,5,31,0,3,0,13,3,2,4,14,65780
81,548,25,0,573,527,16,0,1,1,0,15,1,14,2,13,0,21,19,5,2,0,5,35,0,2,0,13,3,2,5,17,63505
82,221,9,0,230,200,4,0,0,0,0,4,0,4,0,6,0,21,21,7,2,0,7,35,0,2,1,12,5,1,4,19,61090
83,192,6,0,198,175,7,0,0,0,0,7,0,6,1,13,0,17,16,3,0,0,3,38,0,0,2,11,1,0,6,21,58546
84,388,30,0,418,377,13,0,1,1,0,12,1,13,0,4,0,11,11,4,1,0,4,39,0,1,1,11,2,1,1,27,55857
85,178,8,0,186,157,9,0,3,3,0,6,3,7,2,7,0,21,19,5,2,0,5,34,0,2,1,9,2,2,1,24,53005
86,138,6,0,144,122,8,0,0,0,0,8,0,6,2,9,0,16,14,5,4,0,5,35,0,4,2,10,2,2,3,22,49996
87,249,7,0,256,236,7,0,0,0,0,7,0,7,0,3,0,13,13,6,2,0,6,32,0,2,1,11,5,0,1,20,46843
88,112,6,0,118,100,0,0,0,0,0,0,0,0,0,4,1,12,12,3,3,0,3,34,0,3,2,12,0,1,2,20,43660
89,80,2,0,82,75,5,0,0,0,0,5,0,4,1,5,0,5,4,4,0,0,4,31,0,0,1,12,2,1,1,18,40333
90,159,5,0,164,154,5,0,0,0,0,5,0,5,0,0,0,5,5,3,1,0,3,30,0,1,0,13,3,0,2,15,36907
91,71,2,0,73,63,6,0,0,0,0,6,0,3,3,3,0,8,5,1,0,0,1,30,0,0,0,12,1,0,3,15,33449
92,45,2,0,47,37,0,0,0,0,0,0,0,0,0,2,0,8,8,5,1,0,5,27,0,1,1,11,2,2,1,15,29990
93,79,5,0,84,73,3,0,0,0,0,3,0,3,0,6,0,6,6,0,3,0,0,24,0,3,0,8,0,0,3,13,26559
94,36,1,0,37,34,2,0,0,0,0,2,0,2,0,0,0,2,2,4,1,0,4,19,0,1,1,7,2,1,0,12,23252
95,23,2,0,25,19,0,0,0,0,0,0,0,0,0,2,0,4,4,2,2,0,2,19,0,2,0,8,1,1,2,9,20097
96,27,0,0,27,25,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,2,14,0,2,1,5,1,0,1,8,17182
97,16,1,0,17,16,1,0,0,0,0,1,0,1,0,0,0,0,0,2,3,0,2,8,0,3,0,3,2,0,1,4,14522
98,7,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,3,0,0,0,4,12106
99,4,0,0,4,3,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,6,0,0,1,3,0,0,0,3,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
